Large Lines,OK,,,,,,,,,
,,,,,,,,,,
Row Labels,Sum of Shipped Quantity,%,Cumul %,Classification,Days on Hand,Daily Demand,Units on Hand,Item Cube,Cube on Hand,Bins Needed
190096,1,0.0%,99.7%,C,10,0,0,0.329190394,0.1,1
136218,1,0.0%,99.7%,C,10,0,0,0.28953125,0.1,1
134344,1,0.0%,99.7%,C,10,0,0,0.061666667,0.0,1
157252,1,0.0%,99.7%,C,10,0,0,0.32195544,0.1,1
159883,1,0.0%,99.7%,C,10,0,0,0.32195544,0.1,1
84887,1,0.0%,99.7%,C,10,0,0,0.165208333,0.1,1
190131,1,0.0%,99.7%,C,10,0,0,0.379427083,0.1,1
79456,1,0.0%,99.7%,C,10,0,0,0.129262731,0.0,1
190138,1,0.0%,99.7%,C,10,0,0,0.365231481,0.1,1
158924,1,0.0%,99.7%,C,10,0,0,0.370023148,0.1,1
190144,1,0.0%,99.7%,C,10,0,0,0.361261574,0.1,1
81627,1,0.0%,99.7%,C,10,0,0,0.089555556,0.0,1
190149,1,0.0%,99.7%,C,10,0,0,0.432465278,0.2,1
124542,1,0.0%,99.7%,C,10,0,0,0.078862847,0.0,1
57354,1,0.0%,99.7%,C,10,0,0,0.08515625,0.0,1
64298,1,0.0%,99.7%,C,10,0,0,0.029912037,0.0,1
190152,1,0.0%,99.7%,C,10,0,0,0.491987847,0.2,1
72167,1,0.0%,99.7%,C,10,0,0,0.26953125,0.1,1
81723,1,0.0%,99.7%,C,10,0,0,0.376729167,0.1,1
145308,1,0.0%,99.7%,C,10,0,0,0.230489583,0.1,1
80038,1,0.0%,99.7%,C,10,0,0,0.04453125,0.0,1
124592,1,0.0%,99.7%,C,10,0,0,0.072384259,0.0,1
131783,1,0.0%,99.7%,C,10,0,0,0.031111111,0.0,1
124611,1,0.0%,99.7%,C,10,0,0,0.163854167,0.1,1
125331,1,0.0%,99.7%,C,10,0,0,0.131625,0.1,1
124630,1,0.0%,99.7%,C,10,0,0,0.078,0.0,1
134350,1,0.0%,99.7%,C,10,0,0,0.117347222,0.0,1
124649,1,0.0%,99.7%,C,10,0,0,0.090572917,0.0,1
190469,1,0.0%,99.7%,C,10,0,0,0.272109375,0.1,1
72181,1,0.0%,99.7%,C,10,0,0,0.111287037,0.0,1
141055,1,0.0%,99.7%,C,10,0,0,0.204644097,0.1,1
61198,1,0.0%,99.7%,C,10,0,0,0.068055556,0.0,1
80040,1,0.0%,99.7%,C,10,0,0,0.044203704,0.0,1
206031,1,0.0%,99.7%,C,10,0,0,0.081145833,0.0,1
56634,1,0.0%,99.7%,C,10,0,0,0.314915509,0.1,1
180102,1,0.0%,99.7%,C,10,0,0,0.200416667,0.1,1
80042,1,0.0%,99.7%,C,10,0,0,0.117166667,0.0,1
56568,1,0.0%,99.7%,C,10,0,0,0.170902778,0.1,1
55728,1,0.0%,99.7%,C,10,0,0,0.39009375,0.2,1
180598,1,0.0%,99.7%,C,10,0,0,0.362622685,0.1,1
80046,1,0.0%,99.7%,C,10,0,0,0.09112963,0.0,1
154827,1,0.0%,99.7%,C,10,0,0,0.258125,0.1,1
132342,1,0.0%,99.7%,C,10,0,0,0.046850694,0.0,1
207025,1,0.0%,99.7%,C,10,0,0,0.157378472,0.1,1
190518,1,0.0%,99.7%,C,10,0,0,0.33046875,0.1,1
68590,1,0.0%,99.7%,C,10,0,0,0.111157407,0.0,1
134352,1,0.0%,99.7%,C,10,0,0,0.078993056,0.0,1
154958,1,0.0%,99.7%,C,10,0,0,0.273790509,0.1,1
131787,1,0.0%,99.7%,C,10,0,0,0.039819444,0.0,1
124834,1,0.0%,99.7%,C,10,0,0,0.239895833,0.1,1
123660,1,0.0%,99.7%,C,10,0,0,0.0624375,0.0,1
207361,1,0.0%,99.7%,C,10,0,0,0.225001736,0.1,1
81755,1,0.0%,99.7%,C,10,0,0,0.192703704,0.1,1
155257,1,0.0%,99.7%,C,10,0,0,0.497166667,0.2,1
136381,1,0.0%,99.7%,C,10,0,0,0.196434028,0.1,1
127553,1,0.0%,99.7%,C,10,0,0,0.212297454,0.1,1
54881,1,0.0%,99.7%,C,10,0,0,0.378666667,0.1,1
54718,1,0.0%,99.7%,C,10,0,0,0.309797454,0.1,1
160000,1,0.0%,99.7%,C,10,0,0,0.336534722,0.1,1
124900,1,0.0%,99.7%,C,10,0,0,0.04609375,0.0,1
125386,1,0.0%,99.7%,C,10,0,0,0.180125,0.1,1
79785,1,0.0%,99.7%,C,10,0,0,0.138671875,0.1,1
56742,1,0.0%,99.7%,C,10,0,0,0.073002315,0.0,1
138816,1,0.0%,99.7%,C,10,0,0,0.427864583,0.2,1
72892,1,0.0%,99.7%,C,10,0,0,0.15225,0.1,1
208306,1,0.0%,99.7%,C,10,0,0,0.252388889,0.1,1
79461,1,0.0%,99.7%,C,10,0,0,0.184606481,0.1,1
61922,1,0.0%,99.7%,C,10,0,0,0.084488426,0.0,1
190866,1,0.0%,99.7%,C,10,0,0,0.342444444,0.1,1
54422,1,0.0%,99.7%,C,10,0,0,0.045782407,0.0,1
80072,1,0.0%,99.7%,C,10,0,0,0.163684028,0.1,1
69689,1,0.0%,99.7%,C,10,0,0,0.226284722,0.1,1
131790,1,0.0%,99.7%,C,10,0,0,0.040843171,0.0,1
156752,1,0.0%,99.7%,C,10,0,0,0.325572917,0.1,1
80078,1,0.0%,99.7%,C,10,0,0,0.127125,0.0,1
209078,1,0.0%,99.7%,C,10,0,0,0.157378472,0.1,1
81848,1,0.0%,99.7%,C,10,0,0,0.140972222,0.1,1
187230,1,0.0%,99.7%,C,10,0,0,0.432465278,0.2,1
131791,1,0.0%,99.7%,C,10,0,0,0.031111111,0.0,1
156927,1,0.0%,99.7%,C,10,0,0,0.299905093,0.1,1
190883,1,0.0%,99.7%,C,10,0,0,0.462003472,0.2,1
129964,1,0.0%,99.7%,C,10,0,0,0.2421875,0.1,1
148253,1,0.0%,99.7%,C,10,0,0,0,0.0,0
59987,1,0.0%,99.7%,C,10,0,0,0.041666667,0.0,1
160214,1,0.0%,99.7%,C,10,0,0,0.123092593,0.0,1
57433,1,0.0%,99.7%,C,10,0,0,0.120543403,0.0,1
56745,1,0.0%,99.7%,C,10,0,0,0.081851852,0.0,1
188286,1,0.0%,99.7%,C,10,0,0,0.369201389,0.1,1
191246,1,0.0%,99.7%,C,10,0,0,0.272109375,0.1,1
157902,1,0.0%,99.7%,C,10,0,0,0.329190394,0.1,1
136392,1,0.0%,99.7%,C,10,0,0,0.078776042,0.0,1
147278,1,0.0%,99.7%,C,10,0,0,0.374045139,0.1,1
134367,1,0.0%,99.7%,C,10,0,0,0.079421875,0.0,1
56831,1,0.0%,99.7%,C,10,0,0,0.107595486,0.0,1
141170,1,0.0%,99.7%,C,10,0,0,0.377423611,0.1,1
147307,1,0.0%,99.7%,C,10,0,0,0.273523148,0.1,1
160229,1,0.0%,99.7%,C,10,0,0,0.228014468,0.1,1
71952,1,0.0%,99.7%,C,10,0,0,0.25375,0.1,1
141180,1,0.0%,99.7%,C,10,0,0,0.212536458,0.1,1
123544,1,0.0%,99.7%,C,10,0,0,0.329190394,0.1,1
136394,1,0.0%,99.7%,C,10,0,0,0.25075,0.1,1
124511,1,0.0%,99.7%,C,10,0,0,0.202769097,0.1,1
56839,1,0.0%,99.7%,C,10,0,0,0.106944444,0.0,1
126548,1,0.0%,99.7%,C,10,0,0,0.132037037,0.1,1
80084,1,0.0%,99.7%,C,10,0,0,0.136055556,0.1,1
152386,1,0.0%,99.7%,C,10,0,0,0.259375,0.1,1
80086,1,0.0%,99.7%,C,10,0,0,0.132611111,0.1,1
57105,1,0.0%,99.7%,C,10,0,0,0.1653125,0.1,1
160264,1,0.0%,99.7%,C,10,0,0,0.336194444,0.1,1
72350,1,0.0%,99.7%,C,10,0,0,0.078375,0.0,1
160265,1,0.0%,99.7%,C,10,0,0,0.335364583,0.1,1
204808,1,0.0%,99.7%,C,10,0,0,0.252388889,0.1,1
191278,1,0.0%,99.7%,C,10,0,0,0.41762037,0.2,1
154128,1,0.0%,99.7%,C,10,0,0,0.268125,0.1,1
56670,1,0.0%,99.7%,C,10,0,0,0.039391204,0.0,1
124588,1,0.0%,99.7%,C,10,0,0,0.110894097,0.0,1
132346,1,0.0%,99.7%,C,10,0,0,0.056472222,0.0,1
127020,1,0.0%,99.7%,C,10,0,0,0.18140625,0.1,1
125398,1,0.0%,99.7%,C,10,0,0,0.23953125,0.1,1
83637,1,0.0%,99.7%,C,10,0,0,0.2234375,0.1,1
80089,1,0.0%,99.7%,C,10,0,0,0.101597222,0.0,1
145313,1,0.0%,99.7%,C,10,0,0,0.252388889,0.1,1
57023,1,0.0%,99.7%,C,10,0,0,0.167063657,0.1,1
154180,1,0.0%,99.7%,C,10,0,0,0.483356481,0.2,1
131796,1,0.0%,99.7%,C,10,0,0,0.050666667,0.0,1
63638,1,0.0%,99.7%,C,10,0,0,0.170538194,0.1,1
61475,1,0.0%,99.7%,C,10,0,0,0.401194444,0.2,1
145328,1,0.0%,99.7%,C,10,0,0,0.329190394,0.1,1
141272,1,0.0%,99.7%,C,10,0,0,0.2603125,0.1,1
83878,1,0.0%,99.7%,C,10,0,0,0.076770833,0.0,1
125399,1,0.0%,99.7%,C,10,0,0,0.04575,0.0,1
179338,1,0.0%,99.7%,C,10,0,0,0.32195544,0.1,1
79467,1,0.0%,99.7%,C,10,0,0,0.115239583,0.0,1
127157,1,0.0%,99.7%,C,10,0,0,0.179365741,0.1,1
148668,1,0.0%,99.7%,C,10,0,0,0.383506944,0.1,1
205470,1,0.0%,99.7%,C,10,0,0,0.271736111,0.1,1
148744,1,0.0%,99.7%,C,10,0,0,0.125335648,0.0,1
154391,1,0.0%,99.7%,C,10,0,0,0.272916667,0.1,1
132348,1,0.0%,99.7%,C,10,0,0,0.075027778,0.0,1
84608,1,0.0%,99.7%,C,10,0,0,0.1223125,0.0,1
160300,1,0.0%,99.7%,C,10,0,0,0.194322917,0.1,1
179934,1,0.0%,99.7%,C,10,0,0,0.298863426,0.1,1
148752,1,0.0%,99.7%,C,10,0,0,0.178021991,0.1,1
56338,1,0.0%,99.7%,C,10,0,0,0.256944444,0.1,1
141323,1,0.0%,99.7%,C,10,0,0,0.208638889,0.1,1
206240,1,0.0%,99.7%,C,10,0,0,0.251497685,0.1,1
132349,1,0.0%,99.7%,C,10,0,0,0.057981481,0.0,1
56723,1,0.0%,99.7%,C,10,0,0,0.138541667,0.1,1
136408,1,0.0%,99.7%,C,10,0,0,0.331635417,0.1,1
75210,1,0.0%,99.7%,C,10,0,0,0.330555556,0.1,1
132350,1,0.0%,99.7%,C,10,0,0,0.046850694,0.0,1
154671,1,0.0%,99.7%,C,10,0,0,0.33046875,0.1,1
132354,1,0.0%,99.7%,C,10,0,0,0.055024306,0.0,1
56692,1,0.0%,99.7%,C,10,0,0,0.072989583,0.0,1
160337,1,0.0%,99.7%,C,10,0,0,0.280989583,0.1,1
154770,1,0.0%,99.7%,C,10,0,0,0.259097222,0.1,1
132356,1,0.0%,99.7%,C,10,0,0,0.08025,0.0,1
145881,1,0.0%,99.7%,C,10,0,0,0.348359375,0.1,1
125417,1,0.0%,99.7%,C,10,0,0,0.118083333,0.0,1
54368,1,0.0%,99.7%,C,10,0,0,0.27225,0.1,1
160345,1,0.0%,99.7%,C,10,0,0,0.281875,0.1,1
154836,1,0.0%,99.7%,C,10,0,0,0.33046875,0.1,1
61968,1,0.0%,99.7%,C,10,0,0,0.233592593,0.1,1
62745,1,0.0%,99.7%,C,10,0,0,0.154023148,0.1,1
160381,1,0.0%,99.7%,C,10,0,0,0.209175926,0.1,1
124790,1,0.0%,99.7%,C,10,0,0,0.132708333,0.1,1
148798,1,0.0%,99.7%,C,10,0,0,0.222415509,0.1,1
79737,1,0.0%,99.7%,C,10,0,0,0.10597338,0.0,1
191920,1,0.0%,99.7%,C,10,0,0,0.336194444,0.1,1
127446,1,0.0%,99.7%,C,10,0,0,0.184765625,0.1,1
136418,1,0.0%,99.7%,C,10,0,0,0.022265625,0.0,1
181918,1,0.0%,99.7%,C,10,0,0,0.318556713,0.1,1
191924,1,0.0%,99.7%,C,10,0,0,0.374045139,0.1,1
154998,1,0.0%,99.7%,C,10,0,0,0.272916667,0.1,1
191926,1,0.0%,99.7%,C,10,0,0,0.383506944,0.1,1
79758,1,0.0%,99.7%,C,10,0,0,0.131319444,0.1,1
80096,1,0.0%,99.7%,C,10,0,0,0.097125,0.0,1
207332,1,0.0%,99.7%,C,10,0,0,0.225001736,0.1,1
132359,1,0.0%,99.7%,C,10,0,0,0.108,0.0,1
124838,1,0.0%,99.7%,C,10,0,0,0.097777778,0.0,1
191944,1,0.0%,99.7%,C,10,0,0,0.427555556,0.2,1
79762,1,0.0%,99.7%,C,10,0,0,0.248953125,0.1,1
131807,1,0.0%,99.7%,C,10,0,0,0.040843171,0.0,1
207445,1,0.0%,99.7%,C,10,0,0,0.152625,0.1,1
56147,1,0.0%,99.7%,C,10,0,0,0.03171875,0.0,1
207471,1,0.0%,99.7%,C,10,0,0,0.252388889,0.1,1
80102,1,0.0%,99.7%,C,10,0,0,0.099782986,0.0,1
131715,1,0.0%,99.7%,C,10,0,0,0.039861111,0.0,1
131812,1,0.0%,99.7%,C,10,0,0,0.0478125,0.0,1
56906,1,0.0%,99.7%,C,10,0,0,0.303579861,0.1,1
192099,1,0.0%,99.7%,C,10,0,0,0.284010417,0.1,1
207629,1,0.0%,99.7%,C,10,0,0,0.151083333,0.1,1
80104,1,0.0%,99.7%,C,10,0,0,0.092770833,0.0,1
68739,1,0.0%,99.7%,C,10,0,0,0.193796296,0.1,1
56416,1,0.0%,99.7%,C,10,0,0,0.21984375,0.1,1
65360,1,0.0%,99.7%,C,10,0,0,0.154888889,0.1,1
125426,1,0.0%,99.7%,C,10,0,0,0.040613426,0.0,1
183470,1,0.0%,99.7%,C,10,0,0,0.491987847,0.2,1
80105,1,0.0%,99.7%,C,10,0,0,0.097125,0.0,1
56150,1,0.0%,99.7%,C,10,0,0,0.0819375,0.0,1
125427,1,0.0%,99.7%,C,10,0,0,0.1968125,0.1,1
84798,1,0.0%,99.7%,C,10,0,0,0.082003472,0.0,1
57060,1,0.0%,99.7%,C,10,0,0,0.1,0.0,1
124963,1,0.0%,99.7%,C,10,0,0,0.074581019,0.0,1
134415,1,0.0%,99.7%,C,10,0,0,0.1198125,0.0,1
62775,1,0.0%,99.7%,C,10,0,0,0.067747685,0.0,1
125434,1,0.0%,99.7%,C,10,0,0,0.090740741,0.0,1
208299,1,0.0%,99.7%,C,10,0,0,0.18346875,0.1,1
192459,1,0.0%,99.7%,C,10,0,0,0.338722222,0.1,1
184532,1,0.0%,99.7%,C,10,0,0,0.268125,0.1,1
66312,1,0.0%,99.7%,C,10,0,0,0.279898148,0.1,1
124993,1,0.0%,99.7%,C,10,0,0,0.073148148,0.0,1
192467,1,0.0%,99.7%,C,10,0,0,0.374045139,0.1,1
208401,1,0.0%,99.7%,C,10,0,0,0.252388889,0.1,1
123861,1,0.0%,99.7%,C,10,0,0,0.226476852,0.1,1
208458,1,0.0%,99.7%,C,10,0,0,0.185972222,0.1,1
79474,1,0.0%,99.7%,C,10,0,0,0.118333333,0.0,1
125002,1,0.0%,99.7%,C,10,0,0,0.016145833,0.0,1
123877,1,0.0%,99.7%,C,10,0,0,0.239895833,0.1,1
125019,1,0.0%,99.7%,C,10,0,0,0.054361111,0.0,1
123903,1,0.0%,99.7%,C,10,0,0,0.1225,0.0,1
54538,1,0.0%,99.7%,C,10,0,0,0.277604167,0.1,1
131826,1,0.0%,99.7%,C,10,0,0,0.039819444,0.0,1
54565,1,0.0%,99.7%,C,10,0,0,0.429582176,0.2,1
125445,1,0.0%,99.7%,C,10,0,0,0.057345486,0.0,1
186517,1,0.0%,99.7%,C,10,0,0,0.328020833,0.1,1
134419,1,0.0%,99.7%,C,10,0,0,0.079353009,0.0,1
209037,1,0.0%,99.7%,C,10,0,0,0.111015625,0.0,1
125449,1,0.0%,99.7%,C,10,0,0,0.046990741,0.0,1
81497,1,0.0%,99.7%,C,10,0,0,0.085,0.0,1
54366,1,0.0%,99.7%,C,10,0,0,0.400751157,0.2,1
54596,1,0.0%,99.7%,C,10,0,0,0.380787037,0.1,1
192538,1,0.0%,99.7%,C,10,0,0,0.329190394,0.1,1
131739,1,0.0%,99.7%,C,10,0,0,0.032986111,0.0,1
131386,1,0.0%,99.7%,C,10,0,0,0.03778125,0.0,1
72859,1,0.0%,99.7%,C,10,0,0,0.170210648,0.1,1
131388,1,0.0%,99.7%,C,10,0,0,0.048888889,0.0,1
79914,1,0.0%,99.7%,C,10,0,0,0.086365741,0.0,1
125451,1,0.0%,99.7%,C,10,0,0,0.060694444,0.0,1
62141,1,0.0%,99.7%,C,10,0,0,0.1059375,0.0,1
161058,1,0.0%,99.7%,C,10,0,0,0.345778935,0.1,1
59978,1,0.0%,99.7%,C,10,0,0,0.167956019,0.1,1
57856,1,0.0%,99.7%,C,10,0,0,0.256944444,0.1,1
211464,1,0.0%,99.7%,C,10,0,0,0.04837963,0.0,1
149189,1,0.0%,99.7%,C,10,0,0,0.33,0.1,1
187343,1,0.0%,99.7%,C,10,0,0,0.243716435,0.1,1
125461,1,0.0%,99.7%,C,10,0,0,0.086180556,0.0,1
211484,1,0.0%,99.7%,C,10,0,0,0.052151042,0.0,1
123915,1,0.0%,99.7%,C,10,0,0,0.052733796,0.0,1
63127,1,0.0%,99.7%,C,10,0,0,0.186692708,0.1,1
123924,1,0.0%,99.7%,C,10,0,0,0.042421296,0.0,1
146670,1,0.0%,99.7%,C,10,0,0,0.255052083,0.1,1
123926,1,0.0%,99.7%,C,10,0,0,0.057416667,0.0,1
157662,1,0.0%,99.7%,C,10,0,0,0.27546875,0.1,1
123927,1,0.0%,99.7%,C,10,0,0,0.063489583,0.0,1
211575,1,0.0%,99.7%,C,10,0,0,0.010159722,0.0,1
193158,1,0.0%,99.7%,C,10,0,0,0.336194444,0.1,1
71058,1,0.0%,99.7%,C,10,0,0,0.3240625,0.1,1
193194,1,0.0%,99.7%,C,10,0,0,0.277604167,0.1,1
211604,1,0.0%,99.7%,C,10,0,0,0.010159722,0.0,1
193196,1,0.0%,99.7%,C,10,0,0,0.331665509,0.1,1
134263,1,0.0%,99.7%,C,10,0,0,0.083376736,0.0,1
57064,1,0.0%,99.7%,C,10,0,0,0.098516204,0.0,1
125195,1,0.0%,99.7%,C,10,0,0,0.063097222,0.0,1
134433,1,0.0%,99.7%,C,10,0,0,0.090076389,0.0,1
57729,1,0.0%,99.7%,C,10,0,0,0.14770081,0.1,1
57300,1,0.0%,99.7%,C,10,0,0,0.0416875,0.0,1
131379,1,0.0%,99.7%,C,10,0,0,0.028429398,0.0,1
79481,1,0.0%,99.7%,C,10,0,0,0.116658565,0.0,1
132312,1,0.0%,99.7%,C,10,0,0,0.067731481,0.0,1
79483,1,0.0%,99.7%,C,10,0,0,0.123958333,0.0,1
136348,1,0.0%,99.7%,C,10,0,0,0.07328125,0.0,1
62275,1,0.0%,99.7%,C,10,0,0,0.135770833,0.1,1
63261,1,0.0%,99.7%,C,10,0,0,0.073802083,0.0,1
66323,1,0.0%,99.7%,C,10,0,0,0.396902778,0.2,1
125264,1,0.0%,99.7%,C,10,0,0,0.209541667,0.1,1
71955,1,0.0%,99.7%,C,10,0,0,0.178148148,0.1,1
55763,1,0.0%,99.7%,C,10,0,0,0.39009375,0.2,1
123938,1,0.0%,99.7%,C,10,0,0,0.079114583,0.0,1
145240,1,0.0%,99.7%,C,10,0,0,0.268125,0.1,1
136457,1,0.0%,99.7%,C,10,0,0,0.119343171,0.0,1
124513,1,0.0%,99.8%,C,10,0,0,0.172739583,0.1,1
54461,1,0.0%,99.8%,C,10,0,0,0.27421875,0.1,1
57934,1,0.0%,99.8%,C,10,0,0,0.101822917,0.0,1
141533,1,0.0%,99.8%,C,10,0,0,0.158984375,0.1,1
124531,1,0.0%,99.8%,C,10,0,0,0.168347222,0.1,1
62705,1,0.0%,99.8%,C,10,0,0,0.197895833,0.1,1
204599,1,0.0%,99.8%,C,10,0,0,0.070898148,0.0,1
123968,1,0.0%,99.8%,C,10,0,0,0.106880787,0.0,1
152912,1,0.0%,99.8%,C,10,0,0,0.336615741,0.1,1
72248,1,0.0%,99.8%,C,10,0,0,0.096833333,0.0,1
126806,1,0.0%,99.8%,C,10,0,0,0.429582176,0.2,1
161734,1,0.0%,99.8%,C,10,0,0,0.383506944,0.1,1
124546,1,0.0%,99.8%,C,10,0,0,0.16237963,0.1,1
141536,1,0.0%,99.8%,C,10,0,0,0.160590278,0.1,1
124551,1,0.0%,99.8%,C,10,0,0,0.105989583,0.0,1
132373,1,0.0%,99.8%,C,10,0,0,0.069333333,0.0,1
135102,1,0.0%,99.8%,C,10,0,0,0.110048611,0.0,1
56528,1,0.0%,99.8%,C,10,0,0,0.137083333,0.1,1
126850,1,0.0%,99.8%,C,10,0,0,0.44031713,0.2,1
123980,1,0.0%,99.8%,C,10,0,0,0.065017361,0.0,1
124568,1,0.0%,99.8%,C,10,0,0,0.075868056,0.0,1
193381,1,0.0%,99.8%,C,10,0,0,0.22844213,0.1,1
124575,1,0.0%,99.8%,C,10,0,0,0.122722222,0.0,1
132438,1,0.0%,99.8%,C,10,0,0,0.060277778,0.0,1
204876,1,0.0%,99.8%,C,10,0,0,0.251497685,0.1,1
193452,1,0.0%,99.8%,C,10,0,0,0.283151042,0.1,1
204900,1,0.0%,99.8%,C,10,0,0,0.249384259,0.1,1
150069,1,0.0%,99.8%,C,10,0,0,0.206423611,0.1,1
83616,1,0.0%,99.8%,C,10,0,0,0.252777778,0.1,1
72949,1,0.0%,99.8%,C,10,0,0,0.043555556,0.0,1
57970,1,0.0%,99.8%,C,10,0,0,0.379032407,0.1,1
150087,1,0.0%,99.8%,C,10,0,0,0.2821875,0.1,1
127022,1,0.0%,99.8%,C,10,0,0,0.130260417,0.1,1
71381,1,0.0%,99.8%,C,10,0,0,0.120185185,0.0,1
83622,1,0.0%,99.8%,C,10,0,0,0.249109375,0.1,1
131280,1,0.0%,99.8%,C,10,0,0,0.029807292,0.0,1
66910,1,0.0%,99.8%,C,10,0,0,0.089898148,0.0,1
141580,1,0.0%,99.8%,C,10,0,0,0.261886574,0.1,1
124600,1,0.0%,99.8%,C,10,0,0,0.086666667,0.0,1
141622,1,0.0%,99.8%,C,10,0,0,0.329190394,0.1,1
73519,1,0.0%,99.8%,C,10,0,0,0.12149537,0.0,1
54463,1,0.0%,99.8%,C,10,0,0,0.27421875,0.1,1
179140,1,0.0%,99.8%,C,10,0,0,0.238875,0.1,1
125487,1,0.0%,99.8%,C,10,0,0,0.035097222,0.0,1
127106,1,0.0%,99.8%,C,10,0,0,0.232,0.1,1
56932,1,0.0%,99.8%,C,10,0,0,0.0931875,0.0,1
68210,1,0.0%,99.8%,C,10,0,0,0.345520833,0.1,1
193520,1,0.0%,99.8%,C,10,0,0,0.440625,0.2,1
62728,1,0.0%,99.8%,C,10,0,0,0.059041667,0.0,1
193532,1,0.0%,99.8%,C,10,0,0,0.159982639,0.1,1
54465,1,0.0%,99.8%,C,10,0,0,0.339888889,0.1,1
161806,1,0.0%,99.8%,C,10,0,0,0.268333333,0.1,1
68245,1,0.0%,99.8%,C,10,0,0,0.324729167,0.1,1
161813,1,0.0%,99.8%,C,10,0,0,0.296071759,0.1,1
124635,1,0.0%,99.8%,C,10,0,0,0.18390625,0.1,1
161820,1,0.0%,99.8%,C,10,0,0,0.285956019,0.1,1
205424,1,0.0%,99.8%,C,10,0,0,0.085321759,0.0,1
67637,1,0.0%,99.8%,C,10,0,0,0.298894676,0.1,1
81102,1,0.0%,99.8%,C,10,0,0,0.109777778,0.0,1
131393,1,0.0%,99.8%,C,10,0,0,0.03778125,0.0,1
127134,1,0.0%,99.8%,C,10,0,0,0.142333333,0.1,1
80159,1,0.0%,99.8%,C,10,0,0,0.071913773,0.0,1
127153,1,0.0%,99.8%,C,10,0,0,0.137777778,0.1,1
125493,1,0.0%,99.8%,C,10,0,0,0.044860532,0.0,1
81118,1,0.0%,99.8%,C,10,0,0,0.10209375,0.0,1
161978,1,0.0%,99.8%,C,10,0,0,0.35984375,0.1,1
84126,1,0.0%,99.8%,C,10,0,0,0.11484375,0.0,1
150253,1,0.0%,99.8%,C,10,0,0,0.335,0.1,1
60328,1,0.0%,99.8%,C,10,0,0,0.095333333,0.0,1
150259,1,0.0%,99.8%,C,10,0,0,0.343198495,0.1,1
56044,1,0.0%,99.8%,C,10,0,0,0.180211806,0.1,1
80165,1,0.0%,99.8%,C,10,0,0,0.064916667,0.0,1
124671,1,0.0%,99.8%,C,10,0,0,0.098987847,0.0,1
125503,1,0.0%,99.8%,C,10,0,0,0.050763889,0.0,1
79669,1,0.0%,99.8%,C,10,0,0,0.137109375,0.1,1
67643,1,0.0%,99.8%,C,10,0,0,0.25575,0.1,1
84613,1,0.0%,99.8%,C,10,0,0,0.064041667,0.0,1
123987,1,0.0%,99.8%,C,10,0,0,0.134296296,0.1,1
179931,1,0.0%,99.8%,C,10,0,0,0.193125,0.1,1
125519,1,0.0%,99.8%,C,10,0,0,0.099445602,0.0,1
58013,1,0.0%,99.8%,C,10,0,0,0.130034722,0.1,1
150266,1,0.0%,99.8%,C,10,0,0,0.3453125,0.1,1
65326,1,0.0%,99.8%,C,10,0,0,0.154888889,0.1,1
125521,1,0.0%,99.8%,C,10,0,0,0.097364005,0.0,1
137912,1,0.0%,99.8%,C,10,0,0,0.249537037,0.1,1
79498,1,0.0%,99.8%,C,10,0,0,0.112847222,0.0,1
206119,1,0.0%,99.8%,C,10,0,0,0.185430556,0.1,1
124002,1,0.0%,99.8%,C,10,0,0,0.112284722,0.0,1
57124,1,0.0%,99.8%,C,10,0,0,0.143296296,0.1,1
57860,1,0.0%,99.8%,C,10,0,0,0.238291667,0.1,1
58015,1,0.0%,99.8%,C,10,0,0,0.126692708,0.0,1
132537,1,0.0%,99.8%,C,10,0,0,0.096614583,0.0,1
57127,1,0.0%,99.8%,C,10,0,0,0.128083333,0.0,1
131282,1,0.0%,99.8%,C,10,0,0,0.075722222,0.0,1
79679,1,0.0%,99.8%,C,10,0,0,0.05671875,0.0,1
124015,1,0.0%,99.8%,C,10,0,0,0.112328125,0.0,1
180107,1,0.0%,99.8%,C,10,0,0,0.21328125,0.1,1
142986,1,0.0%,99.8%,C,10,0,0,0.204644097,0.1,1
180113,1,0.0%,99.8%,C,10,0,0,0.298863426,0.1,1
57862,1,0.0%,99.8%,C,10,0,0,0.228125,0.1,1
81182,1,0.0%,99.8%,C,10,0,0,0.158148148,0.1,1
80166,1,0.0%,99.8%,C,10,0,0,0.121928819,0.0,1
54705,1,0.0%,99.8%,C,10,0,0,0.335,0.1,1
80171,1,0.0%,99.8%,C,10,0,0,0.122916667,0.0,1
65521,1,0.0%,99.8%,C,10,0,0,0.076527778,0.0,1
131850,1,0.0%,99.8%,C,10,0,0,0.040079861,0.0,1
206771,1,0.0%,99.8%,C,10,0,0,0.085321759,0.0,1
57025,1,0.0%,99.8%,C,10,0,0,0.146684028,0.1,1
56694,1,0.0%,99.8%,C,10,0,0,0.068606481,0.0,1
130068,1,0.0%,99.8%,C,10,0,0,0.075893519,0.0,1
129732,1,0.0%,99.8%,C,10,0,0,0.231796875,0.1,1
61545,1,0.0%,99.8%,C,10,0,0,0.174666667,0.1,1
145883,1,0.0%,99.8%,C,10,0,0,0.331665509,0.1,1
163509,1,0.0%,99.8%,C,10,0,0,0.333666667,0.1,1
137942,1,0.0%,99.8%,C,10,0,0,0.054670139,0.0,1
163521,1,0.0%,99.8%,C,10,0,0,0.328020833,0.1,1
54628,1,0.0%,99.8%,C,10,0,0,0.044236111,0.0,1
